Audit Id,Form Id,Audit Score,Date Of Transaction,Partner,Agentid,Agentname,Selected Fd Group,FATAL,Audited By
PID0220_001-33761,PID0220_001,100,2025-08-31,Nova Support,TRANS020,Trans Agent 20,Payment Failed,No,QC1078
PID0220_001-33766,PID0220_001,90,2025-08-31,Horizon Services,TECH007,TechM Agent 07,Post Fulfilment,No,QC6819
PID0220_001-33768,PID0220_001,80,2025-08-31,Horizon Services,TECH015,TechM Agent 15,Post Fulfilment,No,QC1078
PID0220_001-33770,PID0220_001,0,2025-08-31,Nova Support,TRANS023,Trans Agent 23,Post Fulfilment,No,QC7426
PID0220_001-33774,PID0220_001,100,2025-08-31,Nova Support,TRANS014,Trans Agent 14,Post Fulfilment,No,QC1078
PID0220_001-33777,PID0220_001,100,2025-08-31,Nova Support,TRANS022,Trans Agent 22,General Enquiries,No,QC1078
PID0220_001-33779,PID0220_001,100,2025-08-31,Horizon Services,TECH024,TechM Agent 24,Post Fulfilment,No,QC6819
PID0220_001-33781,PID0220_001,86,2025-08-31,Nova Support,TRANS025,Trans Agent 25,Post Fulfilment,No,QC1078
PID0220_001-33786,PID0220_001,0,2025-08-31,Nova Support,TRANS025,Trans Agent 25,Autopay,No,QC7426
PID0220_001-33797,PID0220_001,85,2025-08-31,Nova Support,TRANS007,Trans Agent 07,General Enquiries,No,QC9234
PID0220_001-33802,PID0220_001,100,2025-09-01,Apex Operations,CNX023,CNX Agent 23,Non actionable,No,QC4651
PID0220_001-33183,PID0220_001,75,2025-08-25,Apex Operations,CNX027,CNX Agent 27,Payment Pending,No,QC1078
PID0220_001-33203,PID0220_001,100,2025-08-25,Apex Operations,CNX028,CNX Agent 28,Post Fulfilment,No,QC3187
PID0220_001-33438,PID0220_001,75,2025-08-28,Apex Operations,CNX020,CNX Agent 20,Post Fulfilment,No,QC3187
PID0220_001-33808,PID0220_001,95,2025-09-02,Vertex Solutions,HEX022,Hex Agent 22,Account related,No,QC7426
PID0220_001-33101,PID0220_001,95,2025-08-24,Vertex Solutions,HEX004,Hex Agent 04,Account related,No,QC8165
PID0220_001-31164,PID0220_001,100,2025-08-05,Vertex Solutions,HEX008,Hex Agent 08,Autopay,No,QC8165
PID0220_001-31798,PID0220_001,95,2025-08-11,Vertex Solutions,HEX003,Hex Agent 03,General Enquiries,No,QC3187
PID0220_001-32902,PID0220_001,100,2025-08-23,Vertex Solutions,HEX023,Hex Agent 23,Account related,No,QC1078
PID0220_001-32962,PID0220_001,95,2025-08-23,Vertex Solutions,HEX002,Hex Agent 02,Autopay,No,QC5542
PID0220_001-30857,PID0220_001,0,2025-08-02,Nova Support,TRANS016,Trans Agent 16,General Enquiries,No,QC5542
PID0220_001-33814,PID0220_001,95,2025-09-03,Apex Operations,CNX008,CNX Agent 08,Payment Pending,No,QC5542
PID0220_001-32322,PID0220_001,90,2025-08-17,Apex Operations,CNX010,CNX Agent 10,Post Fulfilment,No,QC9234
PID0220_001-33816,PID0220_001,95,2025-09-03,Apex Operations,CNX009,CNX Agent 09,security,No,QC5542
PID0220_001-33819,PID0220_001,0,2025-09-03,Apex Operations,CNX012,CNX Agent 12,Payment Failed,No,QC5542
PID0220_001-33821,PID0220_001,100,2025-09-04,Apex Operations,CNX018,CNX Agent 18,Non actionable,No,QC5542
PID0220_001-33833,PID0220_001,100,2025-09-04,Apex Operations,CNX023,CNX Agent 23,Offers,No,QC5542
PID0220_001-33852,PID0220_001,95,2025-09-04,Horizon Services,TECH016,TechM Agent 16,Account related,Yes,QC5542
PID0220_001-33856,PID0220_001,95,2025-09-05,Nova Support,TRANS004,Trans Agent 04,Autopay,No,QC8165
PID0220_001-33858,PID0220_001,95,2025-09-05,Vertex Solutions,HEX030,Hex Agent 30,Autopay,No,QC8165
PID0220_001-33864,PID0220_001,85,2025-09-05,Horizon Services,TECH029,TechM Agent 29,Fulfilment Pending,No,QC8165
PID0220_001-33865,PID0220_001,95,2025-09-05,Vertex Solutions,HEX026,Hex Agent 26,Post Fulfilment,No,QC8165
PID0220_001-33874,PID0220_001,100,2025-09-05,Apex Operations,CNX019,CNX Agent 19,Post Fulfilment,No,QC8165
PID0220_001-33876,PID0220_001,95,2025-09-05,Apex Operations,CNX014,CNX Agent 14,Post Fulfilment,No,QC8165
PID0220_001-33877,PID0220_001,100,2025-09-05,Apex Operations,CNX008,CNX Agent 08,Account related,No,QC8165
PID0220_001-31927,PID0220_001,90,2025-08-11,Nova Support,TRANS015,Trans Agent 15,Post Fulfilment,No,QC6819
PID0220_001-31946,PID0220_001,60,2025-08-11,Nova Support,TRANS026,Trans Agent 26,Post Fulfilment,No,QC6819
PID0220_001-33885,PID0220_001,95,2025-09-06,Apex Operations,CNX006,CNX Agent 06,Post Fulfilment,No,QC5542
PID0220_001-33886,PID0220_001,100,2025-09-06,Vertex Solutions,HEX011,Hex Agent 11,Fulfilment Pending,No,QC1078
PID0220_001-33890,PID0220_001,95,2025-09-06,Apex Operations,CNX012,CNX Agent 12,Post Fulfilment,No,QC3187
PID0220_001-32068,PID0220_001,95,2025-08-13,Nova Support,TRANS012,Trans Agent 12,Post Fulfilment,No,QC1078
PID0220_001-33894,PID0220_001,100,2025-09-06,Apex Operations,CNX017,CNX Agent 17,Post Fulfilment,No,QC3187
PID0220_001-33899,PID0220_001,95,2025-09-06,Apex Operations,CNX028,CNX Agent 28,Post Fulfilment,No,QC3187
PID0220_001-33905,PID0220_001,100,2025-09-06,Apex Operations,CNX018,CNX Agent 18,Autopay,No,QC4651
PID0220_001-33906,PID0220_001,91,2025-09-06,Horizon Services,TECH008,TechM Agent 08,Payment Failed,No,QC1078
PID0220_001-32056,PID0220_001,100,2025-08-12,Nova Support,TRANS014,Trans Agent 14,Post Fulfilment,No,QC7426
PID0220_001-33909,PID0220_001,70,2025-09-06,Horizon Services,TECH014,TechM Agent 14,Payment Failed,No,QC1078
PID0220_001-33913,PID0220_001,100,2025-09-06,Vertex Solutions,HEX011,Hex Agent 11,Post Fulfilment,No,QC4651
PID0220_001-33915,PID0220_001,100,2025-09-06,Nova Support,TRANS019,Trans Agent 19,Autopay,No,QC7426
PID0220_001-33917,PID0220_001,100,2025-09-06,Vertex Solutions,HEX013,Hex Agent 13,Account related,No,QC4651
PID0220_001-33918,PID0220_001,95,2025-09-06,Horizon Services,TECH020,TechM Agent 20,Post Fulfilment,No,QC1078
PID0220_001-33921,PID0220_001,100,2025-09-06,Apex Operations,CNX030,CNX Agent 30,Post Fulfilment,No,QC4651
PID0220_001-33925,PID0220_001,80,2025-09-06,Horizon Services,TECH020,TechM Agent 20,Offers,No,QC1078
PID0220_001-33928,PID0220_001,100,2025-09-06,Vertex Solutions,HEX006,Hex Agent 06,Post Fulfilment,No,QC4651
PID0220_001-33930,PID0220_001,95,2025-09-06,Horizon Services,TECH024,TechM Agent 24,Payment Pending,No,QC1078
PID0220_001-33932,PID0220_001,100,2025-09-06,Vertex Solutions,HEX008,Hex Agent 08,Autopay,No,QC4651
PID0220_001-33933,PID0220_001,100,2025-09-06,Apex Operations,CNX030,CNX Agent 30,Post Fulfilment,No,QC3187
PID0220_001-33936,PID0220_001,100,2025-09-06,Horizon Services,TECH029,TechM Agent 29,Payment Failed,No,QC1078
PID0220_001-33939,PID0220_001,100,2025-09-06,Horizon Services,TECH025,TechM Agent 25,Fulfilment Pending,No,QC9234
PID0220_001-33945,PID0220_001,100,2025-09-06,Vertex Solutions,HEX024,Hex Agent 24,General Enquiries,No,QC4651
PID0220_001-33950,PID0220_001,95,2025-09-06,Apex Operations,CNX028,CNX Agent 28,Post Fulfilment,No,QC5542
PID0220_001-33954,PID0220_001,95,2025-09-06,Nova Support,TRANS011,Trans Agent 11,Autopay,No,QC8165
PID0220_001-33959,PID0220_001,95,2025-09-06,Vertex Solutions,HEX026,Hex Agent 26,Payment Pending,No,QC4651
PID0220_001-33961,PID0220_001,85,2025-09-06,Vertex Solutions,HEX009,Hex Agent 09,Fulfilment Pending,No,QC5542
PID0220_001-33963,PID0220_001,95,2025-09-06,Nova Support,TRANS015,Trans Agent 15,Post Fulfilment,No,QC4651
PID0220_001-33965,PID0220_001,80,2025-09-06,Vertex Solutions,HEX014,Hex Agent 14,Fulfilment Pending,No,QC5542
PID0220_001-33978,PID0220_001,95,2025-09-06,Apex Operations,CNX005,CNX Agent 05,Post Fulfilment,No,QC3187
PID0220_001-33979,PID0220_001,100,2025-09-06,Apex Operations,CNX012,CNX Agent 12,Post Fulfilment,No,QC3187
PID0220_001-33987,PID0220_001,95,2025-09-06,Apex Operations,CNX005,CNX Agent 05,Payment Failed,No,QC4651
PID0220_001-31988,PID0220_001,95,2025-08-11,Vertex Solutions,HEX027,Hex Agent 27,Fulfilment Pending,No,QC1078
PID0220_001-32626,PID0220_001,90,2025-08-13,Vertex Solutions,HEX023,Hex Agent 23,General Enquiries,No,QC5542
PID0220_001-33992,PID0220_001,100,2025-09-07,Nova Support,TRANS017,Trans Agent 17,Post Fulfilment,No,QC8165
PID0220_001-33994,PID0220_001,100,2025-09-07,Apex Operations,CNX002,CNX Agent 02,Non actionable,No,QC4651
PID0220_001-34002,PID0220_001,95,2025-09-07,Vertex Solutions,HEX022,Hex Agent 22,Autopay,No,QC8165
PID0220_001-34004,PID0220_001,100,2025-09-07,Apex Operations,CNX023,CNX Agent 23,Non actionable,No,QC1078
PID0220_001-34005,PID0220_001,90,2025-09-07,Apex Operations,CNX007,CNX Agent 07,Post Fulfilment,No,QC9234
PID0220_001-34008,PID0220_001,80,2025-09-07,Apex Operations,CNX023,CNX Agent 23,General Enquiries,No,QC1078
PID0220_001-34016,PID0220_001,100,2025-09-07,Apex Operations,CNX002,CNX Agent 02,Post Fulfilment,No,QC5542
PID0220_001-34017,PID0220_001,95,2025-09-07,Nova Support,TRANS020,Trans Agent 20,Post Fulfilment,No,QC8165
PID0220_001-34021,PID0220_001,100,2025-09-07,Apex Operations,CNX028,CNX Agent 28,Non actionable,No,QC1078
PID0220_001-34022,PID0220_001,95,2025-09-07,Apex Operations,CNX013,CNX Agent 13,Blocked Fraud,No,QC9234
PID0220_001-34024,PID0220_001,85,2025-09-07,Apex Operations,CNX005,CNX Agent 05,security,No,QC5542
PID0220_001-34029,PID0220_001,100,2025-09-07,Apex Operations,CNX023,CNX Agent 23,Payment Pending,No,QC8165
PID0220_001-34031,PID0220_001,95,2025-09-07,Apex Operations,CNX023,CNX Agent 23,Fulfilment Pending,No,QC8165
PID0220_001-34042,PID0220_001,100,2025-09-07,Vertex Solutions,HEX027,Hex Agent 27,Fulfilment Pending,No,QC7426
PID0220_001-34045,PID0220_001,95,2025-09-07,Vertex Solutions,HEX008,Hex Agent 08,Post Fulfilment,No,QC5542
PID0220_001-32750,PID0220_001,85,2025-08-19,Nova Support,TRANS016,Trans Agent 16,Post Fulfilment,No,QC7426
PID0220_001-32793,PID0220_001,85,2025-08-19,Nova Support,TRANS011,Trans Agent 11,Post Fulfilment,No,QC3187
PID0220_001-34053,PID0220_001,75,2025-09-07,Vertex Solutions,HEX008,Hex Agent 08,Post Fulfilment,No,QC5542
PID0220_001-34057,PID0220_001,100,2025-09-07,Vertex Solutions,HEX006,Hex Agent 06,Fulfilment Pending,No,QC1078
PID0220_001-34060,PID0220_001,86,2025-09-07,Vertex Solutions,HEX013,Hex Agent 13,Offers,No,QC5542
PID0220_001-34061,PID0220_001,90,2025-09-07,Vertex Solutions,HEX004,Hex Agent 04,Account related,No,QC7426
PID0220_001-34063,PID0220_001,95,2025-09-06,Apex Operations,CNX028,CNX Agent 28,Offers,No,QC3187
PID0220_001-34068,PID0220_001,100,2025-09-07,Vertex Solutions,HEX010,Hex Agent 10,Offers,No,QC1078
PID0220_001-34071,PID0220_001,95,2025-09-07,Vertex Solutions,HEX018,Hex Agent 18,Reversal Success,No,QC1078
PID0220_001-34082,PID0220_001,80,2025-09-07,Vertex Solutions,HEX020,Hex Agent 20,Post Fulfilment,No,QC5542
PID0220_001-30894,PID0220_001,100,2025-08-04,Nova Support,TRANS012,Trans Agent 12,Reversal Success,No,QC7841
PID0220_001-34107,PID0220_001,100,2025-09-07,Vertex Solutions,HEX015,Hex Agent 15,Account related,No,QC8165
PID0220_001-34110,PID0220_001,95,2025-09-07,Nova Support,TRANS020,Trans Agent 20,General Enquiries,No,QC7426
PID0220_001-34121,PID0220_001,100,2025-09-07,Horizon Services,TECH016,TechM Agent 16,Post Fulfilment,No,QC3187
PID0220_001-34128,PID0220_001,95,2025-09-07,Nova Support,TRANS014,Trans Agent 14,Fulfilment Pending,No,QC9234
PID0220_001-34129,PID0220_001,100,2025-09-07,Nova Support,TRANS014,Trans Agent 14,App Issues,No,QC9234
PID0220_001-34130,PID0220_001,90,2025-09-07,Nova Support,TRANS019,Trans Agent 19,Post Fulfilment,No,QC9234
PID0220_001-34133,PID0220_001,80,2025-09-08,Apex Operations,CNX005,CNX Agent 05,App Issues,No,QC1078
PID0220_001-34134,PID0220_001,100,2025-09-08,Apex Operations,CNX002,CNX Agent 02,Account related,No,QC3187
PID0220_001-34150,PID0220_001,100,2025-09-08,Apex Operations,CNX002,CNX Agent 02,Fulfilment Pending,No,QC5542
PID0220_001-34152,PID0220_001,100,2025-09-08,Apex Operations,CNX008,CNX Agent 08,Post Fulfilment,No,QC1078
PID0220_001-34158,PID0220_001,85,2025-09-08,Vertex Solutions,HEX019,Hex Agent 19,Account related,No,QC3187
PID0220_001-34159,PID0220_001,95,2025-09-08,Vertex Solutions,HEX010,Hex Agent 10,Fulfilment Pending,No,QC8165
PID0220_001-34161,PID0220_001,100,2025-09-08,Apex Operations,CNX009,CNX Agent 09,Post Fulfilment,No,QC1078
PID0220_001-34167,PID0220_001,100,2025-09-08,Apex Operations,CNX006,CNX Agent 06,General Enquiries,No,QC7426
PID0220_001-34179,PID0220_001,95,2025-09-08,Apex Operations,CNX019,CNX Agent 19,App Issues,No,QC7426
PID0220_001-34188,PID0220_001,90,2025-09-08,Apex Operations,CNX001,CNX Agent 01,Autopay,No,QC4651
PID0220_001-34191,PID0220_001,100,2025-09-08,Apex Operations,CNX006,CNX Agent 06,Payment Failed,No,QC4651
PID0220_001-34194,PID0220_001,95,2025-09-08,Apex Operations,CNX007,CNX Agent 07,Payment Pending,No,QC4651
PID0220_001-34198,PID0220_001,100,2025-09-08,Apex Operations,CNX009,CNX Agent 09,Fulfilment Pending,No,QC4651
PID0220_001-34225,PID0220_001,100,2025-09-08,Apex Operations,CNX010,CNX Agent 10,Non actionable,No,QC4651
PID0220_001-34227,PID0220_001,90,2025-09-08,Vertex Solutions,HEX008,Hex Agent 08,Fulfilment Pending,No,QC1078
PID0220_001-34229,PID0220_001,100,2025-09-08,Apex Operations,CNX015,CNX Agent 15,Autopay,No,QC4651
PID0220_001-34230,PID0220_001,100,2025-09-08,Vertex Solutions,HEX029,Hex Agent 29,General Enquiries,No,QC7426
PID0220_001-34233,PID0220_001,95,2025-09-08,Vertex Solutions,HEX025,Hex Agent 25,General Enquiries,No,QC1078
PID0220_001-34234,PID0220_001,100,2025-09-08,Vertex Solutions,HEX006,Hex Agent 06,Non actionable,No,QC4651
PID0220_001-34235,PID0220_001,100,2025-09-08,Vertex Solutions,HEX006,Hex Agent 06,Autopay,No,QC4651
PID0220_001-34236,PID0220_001,100,2025-09-08,Vertex Solutions,HEX026,Hex Agent 26,Account related,No,QC4651
PID0220_001-34247,PID0220_001,100,2025-09-09,Apex Operations,CNX001,CNX Agent 01,Payment Failed,No,QC7426
PID0220_001-34248,PID0220_001,85,2025-09-09,Apex Operations,CNX018,CNX Agent 18,Autopay,No,QC7426
PID0220_001-34254,PID0220_001,100,2025-09-09,Apex Operations,CNX001,CNX Agent 01,Autopay,No,QC7426
PID0220_001-34257,PID0220_001,68.42,2025-09-09,Apex Operations,CNX027,CNX Agent 27,Payment Failed,No,QC5542
PID0220_001-34260,PID0220_001,100,2025-09-09,Apex Operations,CNX014,CNX Agent 14,App Issues,No,QC3187
PID0220_001-34262,PID0220_001,100,2025-09-09,Vertex Solutions,HEX010,Hex Agent 10,Offers,No,QC3187
PID0220_001-34265,PID0220_001,100,2025-09-09,Vertex Solutions,HEX019,Hex Agent 19,App Issues,No,QC3187
PID0220_001-34274,PID0220_001,85,2025-09-09,Apex Operations,CNX029,CNX Agent 29,Autopay,No,QC5542
PID0220_001-34275,PID0220_001,0,2025-09-09,Vertex Solutions,HEX014,Hex Agent 14,Offers,No,QC1078
PID0220_001-34280,PID0220_001,95,2025-09-09,Apex Operations,CNX019,CNX Agent 19,Account related,No,QC7426
PID0220_001-34285,PID0220_001,0,2025-09-09,Nova Support,TRANS016,Trans Agent 16,Fulfilment Pending,No,QC5542
PID0220_001-34290,PID0220_001,100,2025-09-09,Vertex Solutions,HEX016,Hex Agent 16,App Issues,No,QC7426
PID0220_001-34305,PID0220_001,90,2025-09-09,Nova Support,TRANS014,Trans Agent 14,Fulfilment Pending,No,QC7426
PID0220_001-34307,PID0220_001,100,2025-09-09,Vertex Solutions,HEX015,Hex Agent 15,Account related,No,QC5542
PID0220_001-34308,PID0220_001,95,2025-09-09,Nova Support,TRANS016,Trans Agent 16,Fulfilment Pending,No,QC7426
PID0220_001-34309,PID0220_001,99,2025-09-09,Vertex Solutions,HEX027,Hex Agent 27,Autopay,No,QC1078
PID0220_001-34310,PID0220_001,90,2025-09-09,Nova Support,TRANS023,Trans Agent 23,Fulfilment Pending,No,QC7426
PID0220_001-34313,PID0220_001,100,2025-09-09,Apex Operations,CNX012,CNX Agent 12,Autopay,No,QC3187
PID0220_001-34317,PID0220_001,95,2025-09-09,Nova Support,TRANS023,Trans Agent 23,App Issues,No,QC7426
PID0220_001-34321,PID0220_001,95,2025-09-09,Vertex Solutions,HEX005,Hex Agent 05,Account related,No,QC3187
PID0220_001-34322,PID0220_001,90,2025-09-09,Vertex Solutions,HEX023,Hex Agent 23,Account related,No,QC3187
PID0220_001-34333,PID0220_001,100,2025-09-09,Vertex Solutions,HEX030,Hex Agent 30,General Enquiries,No,QC3187
PID0220_001-34334,PID0220_001,100,2025-09-09,Apex Operations,CNX001,CNX Agent 01,Offers,No,QC8165
PID0220_001-34335,PID0220_001,85,2025-09-08,Horizon Services,TECH019,TechM Agent 19,Account related,No,QC3187
PID0220_001-34336,PID0220_001,100,2025-09-09,Apex Operations,CNX017,CNX Agent 17,Payment Failed,No,QC8165
PID0220_001-34337,PID0220_001,100,2025-09-09,Horizon Services,TECH024,TechM Agent 24,Post Fulfilment,No,QC3187
PID0220_001-34339,PID0220_001,95,2025-09-09,Horizon Services,TECH029,TechM Agent 29,Fulfilment Pending,No,QC3187
PID0220_001-34346,PID0220_001,95,2025-09-09,Vertex Solutions,HEX023,Hex Agent 23,Autopay,No,QC8165
PID0220_001-34358,PID0220_001,100,2025-09-09,Vertex Solutions,HEX026,Hex Agent 26,Payment Failed,No,QC8165
PID0220_001-34359,PID0220_001,100,2025-09-09,Vertex Solutions,HEX030,Hex Agent 30,Non actionable,No,QC8165
PID0220_001-34364,PID0220_001,100,2025-09-09,Apex Operations,CNX027,CNX Agent 27,General Enquiries,No,QC1078
PID0220_001-34368,PID0220_001,95,2025-09-09,Vertex Solutions,HEX030,Hex Agent 30,Post Fulfilment,No,QC5542
PID0220_001-34373,PID0220_001,95,2025-09-09,Vertex Solutions,HEX025,Hex Agent 25,App Issues,No,QC5542
PID0220_001-34380,PID0220_001,95,2025-09-09,Vertex Solutions,HEX011,Hex Agent 11,Fulfilment Failed,No,QC3187
PID0220_001-34383,PID0220_001,100,2025-09-09,Nova Support,TRANS009,Trans Agent 09,App Issues,No,QC9234
PID0220_001-34386,PID0220_001,95,2025-09-09,Horizon Services,TECH010,TechM Agent 10,Account related,No,QC3187
PID0220_001-34387,PID0220_001,80,2025-09-09,Nova Support,TRANS014,Trans Agent 14,Fulfilment Pending,No,QC9234
PID0220_001-34388,PID0220_001,86,2025-09-09,Vertex Solutions,HEX003,Hex Agent 03,security,No,QC5542
PID0220_001-34389,PID0220_001,85,2025-09-09,Horizon Services,TECH019,TechM Agent 19,Account related,No,QC3187
PID0220_001-34390,PID0220_001,100,2025-09-09,Horizon Services,TECH021,TechM Agent 21,Post Fulfilment,No,QC3187
PID0220_001-34392,PID0220_001,100,2025-09-09,Apex Operations,CNX012,CNX Agent 12,Post Fulfilment,No,QC1078
PID0220_001-34396,PID0220_001,70,2025-09-09,Nova Support,TRANS021,Trans Agent 21,Post Fulfilment,No,QC9234
PID0220_001-34398,PID0220_001,85,2025-09-09,Horizon Services,TECH005,TechM Agent 05,Fulfilment Pending,No,QC5542
PID0220_001-34401,PID0220_001,95,2025-09-09,Nova Support,TRANS023,Trans Agent 23,Fulfilment Pending,No,QC9234
PID0220_001-34403,PID0220_001,70,2025-09-09,Horizon Services,TECH007,TechM Agent 07,Fulfilment Failed,No,QC5542
PID0220_001-34405,PID0220_001,100,2025-09-09,Horizon Services,TECH029,TechM Agent 29,Fulfilment Pending,No,QC3187
PID0220_001-34407,PID0220_001,95,2025-09-09,Vertex Solutions,HEX019,Hex Agent 19,Autopay,No,QC1078
PID0220_001-34421,PID0220_001,90,2025-09-09,Horizon Services,TECH026,TechM Agent 26,Fulfilment Failed,No,QC5542
PID0220_001-34422,PID0220_001,95,2025-09-09,Nova Support,TRANS016,Trans Agent 16,Fulfilment Pending,No,QC8165
PID0220_001-34428,PID0220_001,86,2025-09-09,Horizon Services,TECH022,TechM Agent 22,Payment Failed,No,QC5542
PID0220_001-34430,PID0220_001,95,2025-09-09,Vertex Solutions,HEX016,Hex Agent 16,Payment Failed,No,QC7426
PID0220_001-34433,PID0220_001,100,2025-09-09,Apex Operations,CNX027,CNX Agent 27,Payment Pending,No,QC4651
PID0220_001-34440,PID0220_001,100,2025-09-09,Apex Operations,CNX027,CNX Agent 27,Post Fulfilment,No,QC4651
PID0220_001-34448,PID0220_001,95,2025-09-09,Vertex Solutions,HEX005,Hex Agent 05,Payment Pending,No,QC4651
PID0220_001-34457,PID0220_001,99,2025-09-09,Vertex Solutions,HEX019,Hex Agent 19,Non actionable,No,QC5542
PID0220_001-34467,PID0220_001,95,2025-09-09,Vertex Solutions,HEX026,Hex Agent 26,Payment Failed,No,QC4651
PID0220_001-34473,PID0220_001,100,2025-09-09,Vertex Solutions,HEX027,Hex Agent 27,Autopay,No,QC4651
PID0220_001-34479,PID0220_001,100,2025-09-09,Vertex Solutions,HEX027,Hex Agent 27,Post Fulfilment,No,QC4651
PID0220_001-34484,PID0220_001,100,2025-09-09,Apex Operations,CNX024,CNX Agent 24,Payment Pending,No,QC7426
PID0220_001-34486,PID0220_001,100,2025-09-09,Vertex Solutions,HEX030,Hex Agent 30,Payment Failed,No,QC4651
PID0220_001-34490,PID0220_001,80,2025-09-09,Horizon Services,TECH022,TechM Agent 22,Fulfilment Pending,No,QC5542
PID0220_001-34491,PID0220_001,100,2025-09-09,Horizon Services,TECH024,TechM Agent 24,Fulfilment Pending,No,QC5542
PID0220_001-34503,PID0220_001,95,2025-09-14,Apex Operations,CNX014,CNX Agent 14,Post Fulfilment,No,QC5542
PID0220_001-34511,PID0220_001,100,2025-09-14,Apex Operations,CNX006,CNX Agent 06,Post Fulfilment,No,QC9234
PID0220_001-34521,PID0220_001,100,2025-09-14,Apex Operations,CNX013,CNX Agent 13,Non actionable,No,QC9234
PID0220_001-34528,PID0220_001,100,2025-09-14,Vertex Solutions,HEX003,Hex Agent 03,Post Fulfilment,No,QC5542
PID0220_001-34532,PID0220_001,80,2025-09-14,Apex Operations,CNX022,CNX Agent 22,General Enquiries,No,QC5542
PID0220_001-34537,PID0220_001,100,2025-09-14,Vertex Solutions,HEX025,Hex Agent 25,General Enquiries,No,QC7426
PID0220_001-34539,PID0220_001,85,2025-09-14,Vertex Solutions,HEX029,Hex Agent 29,Payment Failed,No,QC7426
PID0220_001-34541,PID0220_001,95,2025-09-14,Vertex Solutions,HEX019,Hex Agent 19,Post Fulfilment,No,QC1078
PID0220_001-34542,PID0220_001,100,2025-09-14,Vertex Solutions,HEX020,Hex Agent 20,Post Fulfilment,No,QC1078
PID0220_001-34561,PID0220_001,100,2025-09-14,Vertex Solutions,HEX013,Hex Agent 13,Post Fulfilment,No,QC4651
PID0220_001-34563,PID0220_001,100,2025-09-14,Vertex Solutions,HEX006,Hex Agent 06,Post Fulfilment,No,QC7426
PID0220_001-34564,PID0220_001,95,2025-09-14,Horizon Services,TECH028,TechM Agent 28,Payment Pending,No,QC1078
PID0220_001-34569,PID0220_001,100,2025-09-14,Vertex Solutions,HEX016,Hex Agent 16,security,No,QC7426
PID0220_001-34573,PID0220_001,95,2025-09-14,Vertex Solutions,HEX025,Hex Agent 25,Risk Team,No,QC7426
PID0220_001-34577,PID0220_001,100,2025-09-14,Nova Support,TRANS015,Trans Agent 15,Payment Failed,No,QC1078
PID0220_001-34587,PID0220_001,100,2025-09-14,Apex Operations,CNX005,CNX Agent 05,Reversal Success,No,QC8165
PID0220_001-34601,PID0220_001,100,2025-09-14,Apex Operations,CNX029,CNX Agent 29,Post Fulfilment,No,QC3187
PID0220_001-34612,PID0220_001,100,2025-09-14,Apex Operations,CNX029,CNX Agent 29,Payment Failed,No,QC8165
PID0220_001-34619,PID0220_001,100,2025-09-14,Vertex Solutions,HEX029,Hex Agent 29,Fulfilment Pending,No,QC9234
PID0220_001-34627,PID0220_001,94,2025-09-14,Vertex Solutions,HEX004,Hex Agent 04,Account related,No,QC3187
PID0220_001-34630,PID0220_001,100,2025-09-14,Vertex Solutions,HEX013,Hex Agent 13,Post Fulfilment,No,QC3187
PID0220_001-34633,PID0220_001,90,2025-09-14,Vertex Solutions,HEX014,Hex Agent 14,Offers,No,QC3187
PID0220_001-34638,PID0220_001,100,2025-09-14,Vertex Solutions,HEX018,Hex Agent 18,Account related,No,QC3187
PID0220_001-34649,PID0220_001,95,2025-09-14,Vertex Solutions,HEX021,Hex Agent 21,security,No,QC1078
PID0220_001-34658,PID0220_001,85,2025-09-14,Horizon Services,TECH001,TechM Agent 01,Account related,No,QC5542
PID0220_001-34676,PID0220_001,95,2025-09-15,Apex Operations,CNX002,CNX Agent 02,Account related,No,QC8165
PID0220_001-34677,PID0220_001,95,2025-09-15,Apex Operations,CNX005,CNX Agent 05,Fulfilment Failed,No,QC7426
PID0220_001-34680,PID0220_001,100,2025-09-15,Apex Operations,CNX018,CNX Agent 18,Payment Failed,No,QC7426
PID0220_001-34681,PID0220_001,100,2025-09-15,Nova Support,TRANS009,Trans Agent 09,Post Fulfilment,No,QC8165
PID0220_001-34682,PID0220_001,100,2025-09-15,Nova Support,TRANS004,Trans Agent 04,Non actionable,No,QC8165
PID0220_001-34687,PID0220_001,100,2025-09-15,Apex Operations,CNX008,CNX Agent 08,Account related,No,QC7426
PID0220_001-34692,PID0220_001,100,2025-09-15,Apex Operations,CNX008,CNX Agent 08,General Enquiries,No,QC7426
PID0220_001-34693,PID0220_001,100,2025-09-15,Apex Operations,CNX023,CNX Agent 23,General Enquiries,No,QC8165
PID0220_001-34695,PID0220_001,0,2025-09-15,Apex Operations,CNX006,CNX Agent 06,Autopay,No,QC5542
PID0220_001-34697,PID0220_001,100,2025-09-15,Vertex Solutions,HEX026,Hex Agent 26,Payment Failed,No,QC7426
PID0220_001-34704,PID0220_001,95,2025-09-15,Apex Operations,CNX026,CNX Agent 26,Fulfilment Pending,No,QC5542
PID0220_001-34706,PID0220_001,100,2025-09-15,Apex Operations,CNX026,CNX Agent 26,Fulfilment Pending,No,QC1078
PID0220_001-34711,PID0220_001,95,2025-09-15,Vertex Solutions,HEX022,Hex Agent 22,General Enquiries,No,QC7426
PID0220_001-34713,PID0220_001,95,2025-09-15,Apex Operations,CNX008,CNX Agent 08,App Issues,No,QC3187
